customer_id,Total,Spend
58371,7,123568.23
41922,7,123509.28
55533,7,123484.64
72080,7,123477.93
91482,7,123466.09
81055,7,123461.38
94522,7,123461.18
55513,7,123457.83
43373,7,123414.27
38743,7,123302.68
28128,7,123139.82
76669,7,123137.57
73971,7,123125.96
63238,7,123106.79
85815,7,123057.53
19011,7,123053.24
86219,7,123029.08
28854,7,122951.29
89138,7,122853.9
20356,7,122850.53
64423,7,122832.84
21216,7,122809.49
18222,7,122758.32
6412,7,122733.83
49803,7,122693.94
8790,7,122688.7
77775,7,122635.76
17641,7,122607.08
68770,7,122590.63
22228,7,122503.74
74253,7,122493.33
60618,7,122469.8
87032,7,122468.62
53452,7,122432.93
96862,7,122305.87
91446,7,122214.13
31811,7,122179.29
65023,7,122117.01
72497,7,122092.08
54643,7,122056.92
60587,7,122023.59
16458,7,121949.44
31612,7,121924.93
27349,7,121881.56
1616,7,121879.64
54911,7,121806.96
51608,7,121801.42
48761,7,121734.32
12427,7,121726.97
3164,7,121687.43
50541,7,121613.78
60754,7,121545.18
97907,7,121524.96
99260,7,121515.39
50387,7,121426.96
9442,7,121422.99
42217,7,121354.38
95376,7,121329.13
74903,7,121274.5
23083,7,121271.93
92322,7,121198.91
92113,7,121181.2
91056,7,121168.07
85506,7,121059.05
32109,7,121054.63
26241,7,121047.8
62226,7,120973.98
62589,7,120969.32
31746,7,120881.44
23096,7,120864.02
77179,7,120849.89
27119,7,120806.66
97175,7,120803.75
60816,7,120700.59
19447,7,120694.63
89015,7,120616.46
17684,7,120602.5
47433,7,120541.86
17162,7,120505.91
95162,7,120460.01
67358,7,120446.35
49405,7,120418.88
59389,7,120289.93
99757,7,120274.65
26992,7,120242.81
15363,7,120235.44
22010,7,120188.6
3142,7,120176.31
58116,7,120174.02
1656,7,120141.44
40945,7,120133.59
60638,7,120129.93
53666,7,120035.87
53715,7,120010.55
1082,7,119961.12
14698,7,119914.51
28940,7,119887.01
85225,7,119870.15
62826,7,119861.96
80054,7,119822.91
74471,7,119822.62
85745,7,119807.62
12455,7,119765.25
75622,7,119685.71
41844,7,119666.75
87531,7,119634.55
82574,7,119603.25
39363,7,119557.15
64367,7,119538.96
66788,7,119515.6
89009,7,119505.91
62474,7,119489.18
4502,7,119481.69
89357,7,119466.83
76594,7,119427.92
68399,7,119426.7
96928,7,119415.85
17971,7,119399.99
48431,7,119356.84
90621,7,119346.58
85895,7,119341.54
87026,7,119300.75
65662,7,119258.88
76094,7,119256.5
89629,7,119203.03
48322,7,119200.28
761,7,119189.05
70540,7,119156.13
87803,7,119147.78
85823,7,119108.14
84252,7,119076.83
24521,7,119065.02
82117,7,119052.2
81472,7,119010.86
16598,7,119002.15
62673,7,118893.67
84982,7,118885.81
95987,7,118808.87
31867,7,118790.45
12416,7,118779.52
29373,7,118772.07
20948,7,118734.16
48611,7,118720.14
94768,7,118717.95
35354,7,118666.17
94084,7,118639.41
89232,7,118635.75
23884,7,118607.54
8487,7,118593.35
64874,7,118583.68
79048,7,118569.28
33746,7,118568.85
68808,7,118533.18
66480,7,118518.66
55180,7,118507.02
14779,7,118436.29
6873,7,118423.64
27285,7,118397.14
51662,7,118395.53
22913,7,118347.34
37504,7,118330.32
74460,7,118324.72
46175,7,118315.08
8388,7,118312.13
20891,7,118282.58
72774,7,118271.36
48234,7,118259.95
34591,7,118244.0
15642,7,118218.16
87296,7,118176.83
73311,7,118176.17
80943,7,118172.33
38803,7,118012.22
88260,7,117993.38
80509,7,117971.34
23891,7,117967.72
42725,7,117910.42
40751,7,117891.06
10663,7,117883.7
65384,7,117878.61
88443,7,117874.59
86884,7,117801.72
38665,7,117795.93
89091,7,117794.85
18508,7,117748.13
41023,7,117710.54
74324,7,117677.63
11903,7,117658.81
75767,7,117653.91
77516,7,117644.02
81409,7,117594.35
97920,7,117591.17
59938,7,117580.99
28380,7,117580.92
9923,7,117552.43
96639,7,117529.89
12721,7,117468.46
5974,7,117443.65
44714,7,117429.54
76828,7,117418.04
61064,7,117377.79
71276,7,117328.78
48221,7,117322.58
60275,7,117307.79
40584,7,117295.57
82219,7,117286.62
1790,7,117269.07
85449,7,117251.84
75065,7,117250.92
65286,7,117201.58
61545,7,117186.12
74312,7,117169.05
38114,7,117152.99
54950,7,117142.25
96537,7,117135.15
71669,7,117129.16
90552,7,117097.1
20918,7,117094.89
65125,7,117092.5
49288,7,117055.62
26593,7,117043.0
48202,7,116987.72
44250,7,116941.33
78919,7,116924.76
54928,7,116921.93
11923,7,116921.54
74180,7,116919.84
22573,7,116910.36
79074,7,116897.72
55435,7,116865.81
90487,7,116849.4
35727,7,116813.21
3147,7,116750.64
67536,7,116736.66
61750,7,116732.77
53520,7,116731.29
36188,7,116661.84
60083,7,116659.65
27942,7,116626.28
6629,7,116582.45
54506,7,116578.29
98647,7,116556.39
97766,7,116513.65
12432,7,116508.19
86750,7,116462.11
98555,7,116435.76
89253,7,116378.69
44303,7,116377.87
75352,7,116373.55
90163,7,116343.86
12906,7,116328.58
59033,7,116325.29
99533,7,116286.31
59317,7,116256.71
82895,7,116252.53
51245,7,116245.04
59223,7,116242.01
57273,7,116237.59
99489,7,116231.53
86250,7,116212.1
47906,7,116189.64
56666,7,116184.64
80574,7,116181.73
65639,7,116157.86
922,7,116156.72
33204,7,116126.89
2659,7,116119.88
14309,7,116108.39
47231,7,116080.17
95906,7,116006.53
90973,7,116000.44
27963,7,115995.79
75260,7,115995.61
69224,7,115956.83
46622,7,115953.39
68544,7,115948.79
62428,7,115927.38
24871,7,115914.55
99450,7,115884.76
58692,7,115872.31
53864,7,115843.13
73712,7,115842.59
46060,7,115805.04
53183,7,115781.08
16864,7,115768.73
69369,7,115759.04
25727,7,115744.43
82558,7,115735.17
41868,7,115727.2
29829,7,115684.27
60633,7,115664.83
55229,7,115649.98
54814,7,115639.16
65785,7,115620.42
72304,7,115573.18
21974,7,115564.64
98312,7,115543.35
90577,7,115539.83
10571,7,115536.37
22990,7,115511.69
32205,7,115509.42
78166,7,115486.99
22058,7,115458.14
98561,7,115381.67
58447,7,115252.62
42624,7,115240.58
86502,7,115231.65
24956,7,115217.02
8074,7,115214.44
35775,7,115203.46
42872,7,115191.88
79638,7,115151.56
28078,7,115138.03
69859,7,115114.17
66097,7,115114.07
4632,7,115104.0
12359,7,115097.52
12037,7,115092.32
30759,7,115090.81
81439,7,115069.0
2228,7,115067.52
41105,7,115055.85
71315,7,115041.95
43790,7,115033.01
26761,7,115020.65
51394,7,114994.07
72118,7,114990.38
94674,7,114987.89
6970,7,114982.74
55720,7,114973.0
70435,7,114954.78
30432,7,114940.28
91566,7,114934.62
47876,7,114926.81
79301,7,114872.07
69823,7,114865.46
64716,7,114840.63
81824,7,114818.39
34368,7,114805.12
59764,7,114779.65
41325,7,114772.57
56431,7,114770.17
42065,7,114760.1
33353,7,114744.93
65403,7,114741.67
88866,7,114690.47
58191,7,114658.26
52365,7,114632.95
75924,7,114628.88
92138,7,114615.63
84541,7,114610.57
54531,7,114589.33
24497,7,114588.15
61225,7,114505.05
39879,7,114487.45
35827,7,114467.64
6478,7,114430.47
87217,7,114421.96
6251,7,114419.06
59287,7,114402.34
4040,7,114392.21
85576,7,114327.74
67510,7,114326.89
41860,7,114282.75
46178,7,114277.98
50142,7,114267.32
65362,7,114266.68
24372,7,114205.0
84255,7,114202.45
87986,7,114202.07
57555,7,114167.29
94513,7,114142.11
83671,7,114093.11
34655,7,114087.12
80836,7,114025.6
62708,7,114017.98
18867,7,114007.27
11944,7,113979.03
94056,7,113922.52
97390,7,113917.85
456,7,113905.52
16500,7,113866.87
11843,7,113849.56
72050,7,113828.2
78033,7,113807.36
91933,7,113774.79
72270,7,113744.74
67605,7,113743.46
981,7,113732.44
66311,7,113695.87
16866,7,113685.36
63619,7,113667.99
8223,7,113650.09
569,7,113633.9
86955,7,113626.79
76071,7,113621.25
85855,7,113605.37
18939,7,113559.05
16153,7,113519.6
870,7,113514.21
43068,7,113509.95
8466,7,113420.33
62659,7,113408.31
2585,7,113397.3
53768,7,113366.57
70328,7,113362.48
56168,7,113286.24
9599,7,113272.13
97809,7,113243.24
63999,7,113238.5
14797,7,113202.85
47387,7,113191.61
91267,7,113189.33
67892,7,113176.14
12995,7,113165.76
73753,7,113160.88
39919,7,113112.65
83413,7,113057.82
94246,7,113021.62
13445,7,112979.71
81406,7,112952.31
35220,7,112947.31
24557,7,112930.39
76576,7,112912.55
14140,7,112911.01
3424,7,112909.3
99204,7,112897.52
70415,7,112879.88
67104,7,112868.43
14204,7,112855.53
97897,7,112851.42
36872,7,112850.65
34687,7,112820.17
92458,7,112799.91
55319,7,112779.49
39978,7,112768.87
40038,7,112767.14
33876,7,112741.3
4112,7,112684.38
18333,7,112680.1
26491,7,112671.58
48416,7,112646.4
34337,7,112631.94
65512,7,112595.19
17636,7,112586.49
35105,7,112583.57
29813,7,112563.03
74372,7,112545.69
33415,7,112524.76
34772,7,112510.57
23524,7,112496.02
32853,7,112465.96
88060,7,112460.44
58579,7,112453.11
69417,7,112442.22
45308,7,112427.93
79222,7,112415.67
45763,7,112413.57
71232,7,112400.09
61076,7,112396.65
49396,7,112380.76
9107,7,112368.89
88478,7,112366.2
6930,7,112363.44
85204,7,112348.23
92974,7,112340.72
27950,7,112333.37
31408,7,112327.84
73759,7,112327.34
39753,7,112326.39
7860,7,112325.3
91553,7,112314.77
37351,7,112307.77
49414,7,112300.23
95516,7,112294.64
89686,7,112283.25
44219,7,112264.52
27051,7,112254.65
80469,7,112244.43
58999,7,112223.14
91149,7,112204.77
78702,7,112203.5
91737,7,112182.91
40259,7,112175.88
60080,7,112161.66
33546,7,112145.66
39770,7,112145.14
21328,7,112136.96
38684,7,112135.72
75539,7,112105.27
53834,7,112071.8
2744,7,111986.23
25913,7,111980.58
73846,7,111975.42
5662,7,111923.11
37552,7,111916.66
63759,7,111895.78
99217,7,111891.74
67364,7,111858.54
69010,7,111790.06
90238,7,111786.16
75700,7,111784.44
59950,7,111762.41
94603,7,111761.81
44868,7,111746.59
43749,7,111738.2
57760,7,111719.67
72650,7,111714.17
70341,7,111706.87
5415,7,111703.52
5116,7,111656.37
92283,7,111648.57
98476,7,111648.53
22660,7,111599.88
60118,7,111587.56
31753,7,111576.01
53194,7,111561.23
26544,7,111535.35
16626,7,111506.49
27779,7,111468.54
21099,7,111468.27
2906,7,111460.67
95921,7,111444.63
22961,7,111442.13
62740,7,111439.64
40954,7,111398.74
29790,7,111394.25
66221,7,111379.42
86298,7,111378.29
45530,7,111335.39
88737,7,111328.94
44315,7,111301.17
72053,7,111301.09
13302,7,111293.62
29257,7,111293.61
56094,7,111270.13
11973,7,111265.75
49707,7,111265.17
3684,7,111263.35
26467,7,111257.26
30046,7,111255.72
94636,7,111233.77
40456,7,111227.07
90970,7,111172.63
43588,7,111164.07
81024,7,111143.29
42860,7,111102.31
53063,7,111079.24
55693,7,111071.36
35845,7,111065.31
54232,7,111052.0
50517,7,111045.05
1111,7,111043.87
47686,7,111041.68
45448,7,111022.05
77940,7,111006.27
37921,7,110999.92
47958,7,110987.53
71837,7,110982.01
94552,7,110980.83
60620,7,110953.51
39845,7,110930.66
91880,7,110917.67
87670,7,110905.14
63551,7,110904.59
43101,7,110866.4
66892,7,110852.39
99764,7,110849.9
44192,7,110843.09
37066,7,110841.07
12140,7,110808.78
80747,7,110774.48
6550,7,110763.58
21217,7,110743.25
24279,7,110725.37
19559,7,110721.3
79569,7,110721.29
64192,7,110686.88
58561,7,110674.97
51087,7,110669.71
24012,7,110669.36
45665,7,110666.42
77411,7,110658.14
86009,7,110643.58
46584,7,110641.83
13313,7,110637.84
24362,7,110621.43
64437,7,110611.22
5490,7,110594.78
84988,7,110560.88
39934,7,110557.86
91754,7,110535.17
90716,7,110522.94
87255,7,110515.63
95997,7,110504.94
89594,7,110500.56
76167,7,110496.91
59002,7,110486.86
40048,7,110485.29
27581,7,110457.51
60682,7,110450.95
58697,7,110443.03
46518,7,110411.86
55961,7,110383.52
89236,7,110377.53
2949,7,110332.23
50653,7,110325.27
94353,7,110296.93
30176,7,110290.27
73240,7,110282.69
30204,7,110267.26
69621,7,110265.31
49611,7,110261.58
94543,7,110215.54
43949,7,110207.08
63411,7,110203.63
83932,7,110195.88
14152,7,110183.74
74531,7,110170.14
56382,7,110161.15
1810,7,110156.72
39446,7,110153.97
49038,7,110139.9
52545,7,110139.19
21081,7,110121.44
89728,7,110119.91
80003,7,110116.33
28828,7,110105.27
61909,7,110089.65
38468,7,110084.32
44093,7,110079.02
83014,7,110070.6
13637,7,110069.9
9726,7,110068.6
98295,7,110058.65
45000,7,110050.51
54807,7,110047.89
94506,7,110027.21
81843,7,110025.2
19830,7,110004.92
5648,7,109996.78
96278,7,109951.83
13644,7,109920.53
41881,7,109913.14
64868,7,109879.0
53270,7,109869.05
16147,7,109853.62
36064,7,109841.19
33792,7,109834.8
80413,7,109811.6
8503,7,109807.61
73769,7,109802.74
44150,7,109797.83
70786,7,109794.29
45390,7,109770.73
6216,7,109766.64
73097,7,109760.61
98884,7,109744.48
9453,7,109735.03
90203,7,109729.63
74734,7,109719.66
37810,7,109706.92
96787,7,109702.89
55584,7,109702.28
5093,7,109676.06
57699,7,109660.79
99413,7,109650.62
12632,7,109633.57
13394,7,109627.56
59554,7,109624.45
44966,7,109611.2
1543,7,109609.76
2861,7,109535.3
69365,7,109530.84
92277,7,109525.75
27928,7,109508.02
80462,7,109502.06
56531,7,109495.94
10254,7,109492.38
98920,7,109485.62
67145,7,109458.63
40727,7,109443.69
5738,7,109434.45
39551,7,109432.05
10313,7,109431.24
14978,7,109412.03
2418,7,109376.11
29806,7,109373.99
81640,7,109368.5
97976,7,109365.86
14261,7,109322.06
57600,7,109314.53
46554,7,109308.01
4115,7,109307.04
25546,7,109292.08
30202,7,109269.32
10432,7,109257.99
35450,7,109224.42
96506,7,109219.7
60123,7,109214.25
88071,7,109201.24
33595,7,109200.11
15178,7,109197.01
75916,7,109194.4
22790,7,109185.79
44027,7,109176.64
39579,7,109169.16
62676,7,109126.85
74793,7,109126.43
2793,7,109098.28
93761,7,109065.92
85749,7,109065.03
6388,7,109037.95
83153,7,109031.2
52900,7,109024.79
91054,7,109013.57
91591,7,109013.09
65160,7,109007.71
18249,7,108962.6
43145,7,108960.7
63135,7,108957.98
82595,7,108955.21
76896,7,108952.2
14457,7,108937.04
63259,7,108936.17
39598,7,108930.54
59452,7,108924.55
87395,7,108894.89
75712,7,108880.38
21444,7,108878.66
60321,7,108877.45
44671,7,108869.25
79869,7,108855.82
94403,7,108844.5
39361,7,108824.57
17994,7,108796.43
84412,7,108777.01
74912,7,108746.7
60073,7,108732.65
99825,7,108732.46
93598,7,108726.81
76328,7,108725.96
30026,7,108698.82
81656,7,108684.19
16251,7,108671.73
97378,7,108657.04
37995,7,108625.11
83714,7,108617.29
65393,7,108615.1
46160,7,108610.56
65540,7,108603.75
66476,7,108601.95
67658,7,108584.0
13636,7,108577.97
39275,7,108558.41
62605,7,108556.53
23102,7,108547.63
14365,7,108545.54
47252,7,108540.87
91310,7,108535.45
72669,7,108533.24
80212,7,108529.99
19201,7,108529.62
4369,7,108528.38
86308,7,108523.12
91840,7,108520.05
72216,7,108496.5
88309,7,108486.72
35430,7,108460.71
18890,7,108455.26
55506,7,108453.82
47320,7,108449.1
60926,7,108443.84
32360,7,108436.9
97767,7,108423.2
74426,7,108409.25
43495,7,108409.16
63,7,108402.88
57859,7,108394.0
35927,7,108371.67
80018,7,108353.52
42472,7,108333.2
31375,7,108328.53
48858,7,108326.47
71297,7,108318.57
68433,7,108316.27
98275,7,108308.24
28147,7,108299.16
33640,7,108298.61
5558,7,108254.89
15475,7,108254.04
33998,7,108246.62
51178,7,108244.39
42828,7,108236.55
29268,7,108225.71
45106,7,108221.63
2429,7,108211.24
18028,7,108207.73
99884,7,108189.95
10346,7,108185.61
16197,7,108181.08
49296,7,108166.33
26395,7,108162.66
30612,7,108161.33
3748,7,108151.2
34015,7,108150.15
15828,7,108148.48
98988,7,108130.93
51058,7,108103.67
52617,7,108094.03
27885,7,108089.12
17036,7,108082.99
16824,7,108080.93
51637,7,108056.03
2083,7,108054.02
62524,7,108044.53
66023,7,108023.3
40242,7,108021.44
48681,7,108019.53
53304,7,107998.88
73073,7,107997.66
72878,7,107986.39
58834,7,107965.53
29958,7,107964.12
8958,7,107948.57
73824,7,107933.02
73285,7,107925.07
3202,7,107901.28
92377,7,107880.44
96649,7,107869.96
23701,7,107862.67
56198,7,107858.28
61838,7,107827.34
22888,7,107817.55
52297,7,107812.68
18270,7,107809.99
21280,7,107784.64
25688,7,107772.83
19088,7,107769.79
82305,7,107764.67
51060,7,107763.67
2701,7,107741.61
56650,7,107732.32
1548,7,107723.84
3319,7,107716.08
17741,7,107715.3
41806,7,107702.57
16518,7,107700.84
14003,7,107674.09
13032,7,107667.05
14325,7,107658.18
16964,7,107648.49
34491,7,107640.3
24441,7,107637.83
73993,7,107629.58
5255,7,107610.5
79751,7,107577.18
86151,7,107559.67
76239,7,107556.77
90723,7,107551.67
98228,7,107547.09
87689,7,107528.35
45831,7,107522.6
23114,7,107519.19
37556,7,107516.24
11201,7,107511.4
60342,7,107506.02
75893,7,107487.21
32174,7,107487.01
32989,7,107481.47
74275,7,107474.02
73284,7,107471.62
9376,7,107470.1
97583,7,107463.32
33517,7,107451.92
33606,7,107432.69
70753,7,107420.72
81777,7,107412.69
80711,7,107405.37
33095,7,107401.99
85793,7,107393.38
91367,7,107376.9
28635,7,107368.59
62050,7,107368.2
73394,7,107357.39
38603,7,107309.61
22104,7,107308.74
91154,7,107296.19
54306,7,107282.6
6487,7,107280.32
85914,7,107272.28
83407,7,107270.79
16914,7,107266.84
16002,7,107248.74
7936,7,107246.68
7844,7,107241.36
95053,7,107235.75
27209,7,107235.36
55743,7,107228.88
97501,7,107227.05
44588,7,107224.05
39670,7,107219.54
23503,7,107215.07
21069,7,107179.43
62288,7,107179.06
68638,7,107149.15
57455,7,107139.66
90920,7,107124.74
91144,7,107120.72
81060,7,107096.01
90316,7,107086.78
80898,7,107081.82
66714,7,107054.34
42523,7,107040.5
8321,7,107038.62
61892,7,107029.2
57340,7,107007.73
40028,7,106979.42
56368,7,106958.08
69387,7,106951.89
52760,7,106933.88
12017,7,106928.49
32088,7,106926.1
13288,7,106922.27
28741,7,106920.08
42978,7,106904.66
54007,7,106896.8
57498,7,106876.74
36601,7,106872.97
45146,7,106857.12
25990,7,106851.51
52427,7,106847.31
77391,7,106840.21
20979,7,106835.43
87977,7,106796.5
97316,7,106783.84
49087,7,106772.46
45464,7,106762.54
33572,7,106761.08
99910,7,106753.99
76233,7,106750.78
67631,7,106734.26
43210,7,106728.63
50734,7,106722.14
77486,7,106702.39
76602,7,106690.16
83749,7,106684.65
5956,7,106684.19
13341,7,106678.06
93135,7,106665.44
97770,7,106655.57
45539,7,106630.86
57393,7,106610.22
42514,7,106584.88
49053,7,106580.47
42650,7,106580.38
80038,7,106576.93
61879,7,106571.68
27737,7,106567.75
84924,7,106560.62
12054,7,106551.75
28285,7,106546.39
62629,7,106535.82
82656,7,106530.33
83512,7,106524.37
81192,7,106522.42
88223,7,106519.37
51606,7,106506.43
348,7,106496.26
76826,7,106472.29
93694,7,106467.4
4237,7,106462.59
69751,7,106450.53
28630,7,106449.36
92920,7,106442.97
71933,7,106439.72
13759,7,106437.78
73650,7,106424.64
85079,7,106424.19
44834,7,106411.42
29027,7,106401.77
77287,7,106395.99
45797,7,106389.59
75725,7,106385.22
1753,7,106383.7
89243,7,106365.42
75151,7,106362.84
55900,7,106351.63
22304,7,106349.41
23663,7,106337.7
2826,7,106314.05
32721,7,106290.67
97663,7,106280.8
41203,7,106273.57
40412,7,106271.8
24311,7,106255.85
50864,7,106247.56
90666,7,106240.38
25263,7,106218.8
20144,7,106214.43
71949,7,106206.22
18946,7,106196.83
44616,7,106196.8
39136,7,106191.36
32702,7,106191.14
21851,7,106188.16
15906,7,106186.56
92789,7,106183.4
88784,7,106173.99
98762,7,106171.96
8972,7,106167.27
71376,7,106166.61
48667,7,106152.15
78915,7,106142.02
78722,7,106142.02
86236,7,106135.5
18460,7,106131.61
69128,7,106129.55
92370,7,106126.27
16531,7,106122.35
28554,7,106121.83
80742,7,106116.28
30651,7,106099.0
59599,7,106089.1
31021,7,106074.83
54304,7,106058.16
86068,7,106014.74
17227,7,106011.75
79604,7,106008.57
26558,7,106004.34
61578,7,105981.01
70368,7,105978.25
85168,7,105972.84
77121,7,105970.64
79653,7,105969.98
90254,7,105926.91
84169,7,105923.52
29828,7,105913.09
39327,7,105901.87
56644,7,105899.62
67761,7,105892.8
91135,7,105869.85
57940,7,105855.47
78051,7,105850.73
53766,7,105843.65
68160,7,105834.59
55403,7,105830.24
50256,7,105828.77
38514,7,105828.59
80927,7,105824.69
54244,7,105821.59
87586,7,105813.67
76490,7,105804.71
26786,7,105782.26
50528,7,105781.91
47973,7,105766.27
17867,7,105736.33
61751,7,105736.12
21489,7,105731.51
1897,7,105718.67
87554,7,105708.54
50320,7,105701.92
38376,7,105698.28
25184,7,105694.14
83976,7,105680.97
20708,7,105654.02
22109,7,105649.31
61107,7,105648.16
96657,7,105622.89
16092,7,105612.08
9968,7,105595.91
94215,7,105581.36
7070,7,105572.11
31207,7,105567.31
96020,7,105564.12
96610,7,105534.75
68564,7,105531.58
44316,7,105495.39
56159,7,105467.18
3946,7,105455.0
84324,7,105438.06
70152,7,105435.08
26088,7,105431.84
87621,7,105419.77
80901,7,105416.41
86004,7,105412.86
41081,7,105387.62
59556,7,105379.47
3601,7,105378.26
54214,7,105369.06
41391,7,105345.32
2474,7,105342.28
30229,7,105337.83
24932,7,105330.57
19829,7,105319.11
20575,7,105308.04
11630,7,105293.47
50033,7,105278.16
31655,7,105275.84
1237,7,105268.57
98396,7,105259.9
5126,7,105258.4
7218,7,105232.56
73839,7,105231.98
40698,7,105223.67
18228,7,105215.2
41157,7,105187.1
25644,7,105181.74
90809,7,105178.83
38948,7,105172.14
56889,7,105154.22
93173,7,105147.13
5175,7,105138.44
39150,7,105131.37
68955,7,105110.48
45425,7,105108.54
83891,7,105105.9
17640,7,105095.23
61040,7,105087.12
46249,7,105085.1
55170,7,105084.61
62374,7,105083.68
286,7,105070.95
91544,7,105070.5
41084,7,105065.3
46629,7,105051.26
44457,7,105050.58
80504,7,105049.16
23290,7,105047.19
74128,7,105042.5
47213,7,105041.25
87133,7,105011.68
52272,7,104997.52
78395,7,104981.4
38659,7,104970.44
9298,7,104969.89
37090,7,104943.46
68201,7,104942.54
94230,7,104938.94
65048,7,104933.18
21056,7,104928.33
78413,7,104927.68
99048,7,104927.59
61807,7,104915.4
47839,7,104908.77
96094,7,104907.02
82672,7,104905.22
52828,7,104899.39
19424,7,104890.62
83854,7,104878.65
89989,7,104866.4
39869,7,104862.58
97512,7,104860.26
82732,7,104858.47
60458,7,104858.21
32252,7,104841.38
48293,7,104832.57
43500,7,104831.42
39326,7,104817.25
41850,7,104815.94
38596,7,104814.75
52096,7,104809.75
24852,7,104808.1
13415,7,104806.14
51198,7,104798.45
36655,7,104770.06
15863,7,104769.46
9380,7,104737.53
75794,7,104737.04
84371,7,104729.76
39334,7,104701.82
93607,7,104688.61
77306,7,104686.67
90891,7,104679.01
76930,7,104676.56
43180,7,104672.11
52599,7,104670.77
9996,7,104667.06
89200,7,104664.1
59199,7,104649.67
85696,7,104642.42
61330,7,104591.66
50119,7,104589.88
60965,7,104585.06
12247,7,104584.11
74105,7,104575.26
38700,7,104573.63
82214,7,104571.5
94623,7,104568.51
86719,7,104565.64
85236,7,104564.75
24091,7,104564.64
27116,7,104557.49
84635,7,104555.7
44261,7,104540.41
14723,7,104534.27
62950,7,104522.09
81985,7,104519.51
37692,7,104501.96
95090,7,104496.48
