customer_id,Total_purchases
10663,117883.70000000001
65384,117878.60999999999
88443,117874.59
86884,117801.72
38665,117795.93000000002
89091,117794.85
18508,117748.12999999998
41023,117710.53999999998
74324,117677.63
11903,117658.81000000001
75767,117653.91
77516,117644.02
81409,117594.35
97920,117591.17000000001
59938,117580.98999999998
28380,117580.92
9923,117552.43000000001
96639,117529.89
12721,117468.45999999999
5974,117443.65000000001
44714,117429.54000000001
76828,117418.04000000001
61064,117377.79000000001
71276,117328.78
48221,117322.57999999999
60275,117307.79000000001
40584,117295.57
82219,117286.62000000002
1790,117269.07
85449,117251.83999999998
75065,117250.91999999998
65286,117201.57999999999
61545,117186.12
74312,117169.04999999999
38114,117152.99
54950,117142.25
96537,117135.15000000002
71669,117129.16
90552,117097.10000000002
20918,117094.89000000001
65125,117092.50000000003
49288,117055.62
26593,117042.99999999997
48202,116987.72
44250,116941.33000000002
78919,116924.76000000001
54928,116921.93
11923,116921.54000000002
74180,116919.84
22573,116910.36000000002
79074,116897.72
55435,116865.80999999998
90487,116849.40000000002
35727,116813.21
3147,116750.64000000001
67536,116736.66
61750,116732.77000000002
53520,116731.29
36188,116661.84
60083,116659.65000000001
27942,116626.28
6629,116582.44999999997
54506,116578.29
98647,116556.38999999996
97766,116513.65
12432,116508.19
86750,116462.10999999999
98555,116435.76000000001
89253,116378.69
44303,116377.87
75352,116373.55000000003
90163,116343.86
12906,116328.58
59033,116325.29000000001
99533,116286.31000000003
59317,116256.71
82895,116252.52999999998
51245,116245.03999999998
59223,116242.01000000001
57273,116237.59
99489,116231.52999999997
86250,116212.1
47906,116189.64000000001
56666,116184.63999999998
80574,116181.73000000001
65639,116157.86000000002
922,116156.71999999999
33204,116126.89
2659,116119.88
14309,116108.39000000001
47231,116080.17000000001
95906,116006.53
90973,116000.43999999999
27963,115995.79000000001
75260,115995.60999999999
69224,115956.83000000002
46622,115953.39
68544,115948.79000000001
62428,115927.38
24871,115914.55
99450,115884.76000000001
58692,115872.30999999997
53864,115843.13
73712,115842.59000000001
46060,115805.04
53183,115781.07999999997
16864,115768.73
69369,115759.04000000001
25727,115744.43
82558,115735.16999999998
41868,115727.20000000001
29829,115684.27
60633,115664.82999999999
55229,115649.97999999998
54814,115639.16000000002
65785,115620.42000000001
72304,115573.18
21974,115564.63999999998
98312,115543.35
90577,115539.83
10571,115536.37
22990,115511.68999999997
32205,115509.42000000001
78166,115486.99000000002
22058,115458.14000000001
98561,115381.67
58447,115252.62000000001
42624,115240.58000000002
86502,115231.65000000002
24956,115217.01999999999
8074,115214.43999999999
35775,115203.46000000002
42872,115191.88
79638,115151.56
28078,115138.03
69859,115114.17000000001
66097,115114.06999999999
4632,115103.99999999997
12359,115097.51999999999
12037,115092.32
30759,115090.81
81439,115069.00000000003
2228,115067.52000000002
41105,115055.85
71315,115041.95
43790,115033.01000000001
26761,115020.65
51394,114994.06999999999
72118,114990.38
94674,114987.89000000001
6970,114982.73999999999
55720,114973.0
70435,114954.78
30432,114940.28
91566,114934.62000000002
47876,114926.81000000003
79301,114872.07
69823,114865.45999999998
64716,114840.63000000003
81824,114818.39000000001
34368,114805.12
59764,114779.65000000002
41325,114772.57
56431,114770.16999999998
42065,114760.1
33353,114744.93
65403,114741.66999999998
88866,114690.47
58191,114658.26000000004
52365,114632.94999999998
75924,114628.88000000003
92138,114615.63000000002
84541,114610.56999999999
54531,114589.33000000002
24497,114588.15
61225,114505.04999999999
39879,114487.45000000001
35827,114467.64000000001
6478,114430.46999999999
87217,114421.95999999996
6251,114419.06
59287,114402.34
4040,114392.20999999999
85576,114327.73999999999
67510,114326.89000000001
41860,114282.74999999999
46178,114277.97999999998
50142,114267.32
65362,114266.68
24372,114205.00000000001
84255,114202.45
87986,114202.07
57555,114167.29000000001
94513,114142.11000000002
83671,114093.10999999999
34655,114087.12
80836,114025.6
62708,114017.98
18867,114007.26999999999
11944,113979.02999999997
94056,113922.52000000002
97390,113917.85
456,113905.52
16500,113866.87
11843,113849.56
72050,113828.19999999998
78033,113807.35999999997
91933,113774.78999999998
72270,113744.73999999999
67605,113743.45999999998
981,113732.43999999997
66311,113695.87
16866,113685.36000000002
63619,113667.98999999999
8223,113650.09
569,113633.9
86955,113626.78999999998
76071,113621.24999999999
85855,113605.37000000001
18939,113559.05000000002
16153,113519.6
870,113514.20999999999
43068,113509.95
8466,113420.32999999999
62659,113408.30999999997
2585,113397.29999999999
53768,113366.57
70328,113362.48000000001
56168,113286.24
9599,113272.12999999999
97809,113243.23999999999
63999,113238.5
14797,113202.85000000002
47387,113191.61
91267,113189.32999999997
67892,113176.14
12995,113165.76000000001
73753,113160.87999999999
39919,113112.65000000002
83413,113057.82000000002
94246,113021.62
13445,112979.70999999996
81406,112952.31
35220,112947.31
24557,112930.39
76576,112912.55000000002
14140,112911.01
3424,112909.29999999999
99204,112897.52000000002
70415,112879.87999999998
67104,112868.43
14204,112855.53
97897,112851.42000000004
36872,112850.64999999997
34687,112820.17000000001
92458,112799.90999999997
55319,112779.48999999999
39978,112768.87000000001
40038,112767.14
33876,112741.3
4112,112684.38
18333,112680.09999999998
26491,112671.58
48416,112646.40000000001
34337,112631.94
65512,112595.19
17636,112586.48999999999
35105,112583.56999999998
29813,112563.03
74372,112545.68999999999
33415,112524.75999999998
34772,112510.57
23524,112496.01999999999
32853,112465.95999999999
88060,112460.44
58579,112453.10999999999
69417,112442.22
45308,112427.93000000002
79222,112415.67000000001
45763,112413.56999999998
71232,112400.09
61076,112396.65000000002
49396,112380.76
9107,112368.89
88478,112366.2
6930,112363.44
85204,112348.23
92974,112340.71999999999
27950,112333.37
31408,112327.84000000001
73759,112327.33999999997
39753,112326.39
7860,112325.29999999999
91553,112314.77
37351,112307.76999999999
49414,112300.22999999998
95516,112294.64000000001
89686,112283.24999999997
44219,112264.51999999997
27051,112254.65000000002
80469,112244.43
58999,112223.14
91149,112204.76999999999
78702,112203.49999999997
91737,112182.90999999999
40259,112175.87999999998
60080,112161.65999999997
33546,112145.65999999997
39770,112145.14000000001
21328,112136.95999999999
38684,112135.72
75539,112105.27
53834,112071.79999999999
2744,111986.23000000001
25913,111980.58000000002
73846,111975.42000000001
5662,111923.11000000002
37552,111916.66
63759,111895.78
99217,111891.74
67364,111858.54
69010,111790.06
90238,111786.16
75700,111784.44000000002
59950,111762.41000000002
94603,111761.81
44868,111746.58999999998
43749,111738.2
57760,111719.66999999998
72650,111714.17000000001
70341,111706.87000000002
5415,111703.51999999997
5116,111656.37000000001
92283,111648.57
98476,111648.53000000003
22660,111599.87999999998
60118,111587.56
31753,111576.01
53194,111561.23000000001
26544,111535.35
16626,111506.48999999999
27779,111468.54000000001
21099,111468.27000000002
2906,111460.66999999997
95921,111444.62999999999
22961,111442.12999999999
62740,111439.64
40954,111398.73999999996
29790,111394.25000000001
66221,111379.42000000001
86298,111378.28999999998
45530,111335.38999999998
88737,111328.94000000002
44315,111301.16999999998
72053,111301.08999999998
13302,111293.62000000001
29257,111293.60999999999
56094,111270.13
11973,111265.75
49707,111265.16999999998
3684,111263.35
26467,111257.26000000001
30046,111255.72
94636,111233.77000000002
40456,111227.07
90970,111172.63
43588,111164.06999999999
81024,111143.29000000002
42860,111102.31000000003
53063,111079.23999999999
55693,111071.36000000002
35845,111065.31
54232,111052.00000000003
50517,111045.05000000002
1111,111043.87000000002
47686,111041.68
45448,111022.04999999996
77940,111006.26999999999
37921,110999.91999999998
47958,110987.53
71837,110982.01000000001
94552,110980.82999999999
60620,110953.50999999998
39845,110930.65999999999
91880,110917.66999999998
87670,110905.13999999998
63551,110904.59
43101,110866.40000000001
66892,110852.39000000001
99764,110849.90000000002
44192,110843.09
37066,110841.07000000002
12140,110808.78
80747,110774.48
6550,110763.57999999999
21217,110743.25000000003
24279,110725.37
19559,110721.3
79569,110721.29000000002
64192,110686.87999999998
58561,110674.96999999999
51087,110669.71000000002
24012,110669.36
45665,110666.42000000001
77411,110658.14000000001
86009,110643.58000000002
46584,110641.82999999997
13313,110637.84000000003
24362,110621.43000000002
64437,110611.22
5490,110594.78
84988,110560.87999999998
39934,110557.86
91754,110535.17
90716,110522.94
87255,110515.63
95997,110504.94000000002
89594,110500.56
76167,110496.90999999997
59002,110486.86000000002
40048,110485.29000000002
27581,110457.51000000001
60682,110450.95000000001
58697,110443.03000000003
46518,110411.86000000002
55961,110383.51999999999
89236,110377.53
2949,110332.23000000001
50653,110325.26999999999
94353,110296.93000000001
30176,110290.27
73240,110282.68999999999
30204,110267.26000000002
69621,110265.31
49611,110261.58
94543,110215.53999999998
43949,110207.08
63411,110203.63
83932,110195.88
14152,110183.73999999999
74531,110170.13999999998
56382,110161.14999999998
1810,110156.71999999997
39446,110153.96999999999
49038,110139.90000000002
52545,110139.18999999999
21081,110121.43999999999
89728,110119.91
80003,110116.32999999999
28828,110105.27000000002
61909,110089.64999999998
38468,110084.32
44093,110079.02
83014,110070.6
13637,110069.90000000002
9726,110068.6
98295,110058.65
45000,110050.50999999998
54807,110047.89
94506,110027.21
81843,110025.2
19830,110004.92
5648,109996.78
96278,109951.82999999999
13644,109920.53000000001
41881,109913.14
64868,109879.00000000001
53270,109869.04999999999
16147,109853.62
36064,109841.19
33792,109834.8
80413,109811.6
8503,109807.61
73769,109802.73999999999
44150,109797.82999999999
70786,109794.29
45390,109770.73000000001
6216,109766.64
73097,109760.60999999996
98884,109744.48000000001
9453,109735.02999999997
90203,109729.63
74734,109719.65999999997
37810,109706.92
96787,109702.89000000001
55584,109702.28
5093,109676.06
57699,109660.79000000001
99413,109650.61999999997
12632,109633.56999999999
13394,109627.55999999998
59554,109624.45000000001
44966,109611.19999999998
1543,109609.76000000001
2861,109535.29999999999
69365,109530.83999999997
92277,109525.75
27928,109508.01999999999
80462,109502.06000000003
56531,109495.93999999994
10254,109492.38
98920,109485.62
67145,109458.63
40727,109443.69
5738,109434.45000000001
39551,109432.04999999999
10313,109431.24000000002
14978,109412.03
2418,109376.10999999999
29806,109373.98999999999
81640,109368.5
97976,109365.85999999999
14261,109322.06
57600,109314.53
46554,109308.01000000004
4115,109307.04
25546,109292.08
30202,109269.32
10432,109257.98999999998
35450,109224.42000000001
96506,109219.7
60123,109214.25
88071,109201.23999999999
33595,109200.10999999999
15178,109197.00999999998
75916,109194.40000000001
22790,109185.78999999998
44027,109176.64000000001
39579,109169.16
62676,109126.84999999998
74793,109126.43000000001
2793,109098.28
93761,109065.91999999998
85749,109065.03000000001
6388,109037.95
83153,109031.20000000001
52900,109024.78999999998
91054,109013.57
91591,109013.09
65160,109007.70999999999
18249,108962.6
43145,108960.70000000001
63135,108957.98
82595,108955.20999999998
76896,108952.20000000001
14457,108937.04
63259,108936.16999999998
39598,108930.53999999998
59452,108924.54999999999
87395,108894.88999999998
75712,108880.38000000002
21444,108878.66
60321,108877.45000000001
44671,108869.24999999997
79869,108855.82
94403,108844.5
39361,108824.57
17994,108796.43000000001
84412,108777.00999999998
74912,108746.69999999998
60073,108732.64999999997
99825,108732.45999999998
93598,108726.81
76328,108725.96
30026,108698.82
81656,108684.19
16251,108671.73
97378,108657.04000000001
37995,108625.10999999999
83714,108617.28999999998
65393,108615.1
46160,108610.56
65540,108603.75000000003
66476,108601.95000000001
67658,108584.0
13636,108577.97
39275,108558.41
62605,108556.53
23102,108547.62999999998
14365,108545.53999999995
47252,108540.87000000002
91310,108535.44999999998
72669,108533.24
80212,108529.99
19201,108529.62000000001
4369,108528.38
86308,108523.12000000002
91840,108520.04999999999
72216,108496.49999999999
88309,108486.72
35430,108460.71
18890,108455.26
55506,108453.81999999999
47320,108449.1
60926,108443.84000000001
32360,108436.9
97767,108423.20000000001
74426,108409.25
43495,108409.15999999999
63,108402.88
57859,108394.0
35927,108371.67000000001
80018,108353.51999999999
42472,108333.19999999998
31375,108328.53
48858,108326.47000000003
71297,108318.57
68433,108316.26999999999
98275,108308.24
28147,108299.16
33640,108298.61
5558,108254.88999999998
15475,108254.04000000001
33998,108246.62
51178,108244.39000000001
42828,108236.55
29268,108225.70999999999
45106,108221.62999999998
2429,108211.24000000002
18028,108207.72999999998
99884,108189.95
10346,108185.60999999999
16197,108181.07999999999
49296,108166.32999999999
26395,108162.66
30612,108161.32999999999
3748,108151.20000000003
34015,108150.15000000001
15828,108148.47999999998
98988,108130.93
51058,108103.67000000001
52617,108094.03
27885,108089.12000000001
17036,108082.99
16824,108080.93000000001
51637,108056.02999999997
2083,108054.01999999999
62524,108044.53
66023,108023.29999999999
40242,108021.44000000002
48681,108019.52999999997
53304,107998.87999999999
73073,107997.65999999997
72878,107986.39
58834,107965.53000000003
29958,107964.12
8958,107948.56999999999
73824,107933.02000000003
73285,107925.07
3202,107901.28000000001
92377,107880.44
96649,107869.96000000002
23701,107862.67000000001
56198,107858.27999999998
61838,107827.34
22888,107817.54999999999
52297,107812.68000000001
18270,107809.99
21280,107784.64000000001
25688,107772.83000000002
19088,107769.79
82305,107764.67000000001
51060,107763.66999999998
2701,107741.60999999999
56650,107732.32000000002
1548,107723.84000000001
3319,107716.07999999997
17741,107715.3
41806,107702.57
16518,107700.84
14003,107674.09000000001
13032,107667.04999999999
14325,107658.18
16964,107648.49000000002
34491,107640.29999999999
24441,107637.82999999999
73993,107629.58
5255,107610.5
79751,107577.18
86151,107559.67
76239,107556.76999999997
90723,107551.66999999998
98228,107547.09
87689,107528.35
45831,107522.6
23114,107519.18999999997
37556,107516.23999999999
11201,107511.39999999998
60342,107506.01999999999
75893,107487.21000000002
32174,107487.01000000001
32989,107481.47
74275,107474.01999999999
73284,107471.62
9376,107470.1
97583,107463.32
33517,107451.91999999998
33606,107432.68999999999
70753,107420.72
81777,107412.69
80711,107405.37
33095,107401.98999999999
85793,107393.38
91367,107376.9
28635,107368.59000000001
62050,107368.19999999998
73394,107357.39
38603,107309.61000000002
22104,107308.73999999996
91154,107296.19
54306,107282.6
6487,107280.32
85914,107272.28
83407,107270.79
16914,107266.84
16002,107248.73999999999
7936,107246.68
7844,107241.36
95053,107235.75
27209,107235.35999999999
55743,107228.87999999998
97501,107227.04999999999
44588,107224.04999999999
39670,107219.54
23503,107215.07
21069,107179.43
62288,107179.06000000001
68638,107149.15
57455,107139.66
90920,107124.74000000002
91144,107120.72
81060,107096.00999999998
90316,107086.78
80898,107081.82
66714,107054.33999999998
42523,107040.5
8321,107038.62000000001
61892,107029.20000000001
57340,107007.73000000001
40028,106979.41999999998
56368,106958.07999999999
69387,106951.88999999998
52760,106933.88
12017,106928.48999999999
32088,106926.1
13288,106922.26999999999
28741,106920.07999999999
42978,106904.66
54007,106896.79999999999
57498,106876.73999999999
36601,106872.97
45146,106857.12
25990,106851.51000000001
52427,106847.31000000001
77391,106840.21000000002
20979,106835.43
87977,106796.5
97316,106783.83999999997
49087,106772.46
45464,106762.54000000001
33572,106761.07999999999
99910,106753.98999999999
76233,106750.78000000003
67631,106734.26
43210,106728.63
50734,106722.14000000001
77486,106702.39
76602,106690.16
83749,106684.64999999998
5956,106684.18999999999
13341,106678.06
93135,106665.44000000003
97770,106655.57
45539,106630.86000000002
57393,106610.22
42514,106584.88
49053,106580.46999999996
42650,106580.38000000002
80038,106576.93
61879,106571.68
27737,106567.75
84924,106560.62
12054,106551.75
28285,106546.39
62629,106535.82000000004
82656,106530.33
83512,106524.37
81192,106522.42
88223,106519.37
51606,106506.43
348,106496.26000000001
76826,106472.29
93694,106467.4
4237,106462.59000000003
69751,106450.53
28630,106449.36
92920,106442.97
71933,106439.72000000002
13759,106437.78
73650,106424.64000000001
85079,106424.18999999997
44834,106411.42000000001
29027,106401.77
77287,106395.98999999998
45797,106389.59000000003
75725,106385.22
1753,106383.70000000001
89243,106365.42
75151,106362.84
55900,106351.63
22304,106349.41
23663,106337.69999999998
2826,106314.04999999999
32721,106290.66999999998
97663,106280.79999999999
41203,106273.57000000004
40412,106271.79999999999
24311,106255.84999999998
50864,106247.56
90666,106240.38
25263,106218.8
20144,106214.43000000001
71949,106206.22
18946,106196.83000000002
44616,106196.79999999999
39136,106191.36000000002
32702,106191.13999999998
21851,106188.15999999999
15906,106186.55999999998
92789,106183.39999999998
88784,106173.98999999999
98762,106171.95999999999
8972,106167.26999999997
71376,106166.60999999999
48667,106152.15000000002
78915,106142.01999999999
78722,106142.01999999999
86236,106135.5
18460,106131.61000000002
69128,106129.54999999999
92370,106126.26999999997
16531,106122.35
28554,106121.83
80742,106116.28
30651,106099.00000000003
59599,106089.10000000002
31021,106074.83000000002
54304,106058.16
86068,106014.73999999999
17227,106011.75
79604,106008.57
26558,106004.34
61578,105981.01000000001
70368,105978.25
85168,105972.84
77121,105970.64000000001
79653,105969.97999999998
90254,105926.91
84169,105923.52
29828,105913.09
39327,105901.87
56644,105899.62000000001
67761,105892.80000000002
91135,105869.85
57940,105855.47
78051,105850.73000000001
53766,105843.65000000002
68160,105834.58999999998
55403,105830.23999999999
50256,105828.76999999997
38514,105828.59
80927,105824.69000000003
54244,105821.59000000001
87586,105813.67000000001
76490,105804.71
26786,105782.26
50528,105781.91
47973,105766.27
17867,105736.32999999999
61751,105736.11999999998
21489,105731.51000000001
1897,105718.66999999998
87554,105708.54000000001
50320,105701.92000000001
38376,105698.28000000001
25184,105694.14000000001
83976,105680.97000000002
20708,105654.01999999999
22109,105649.31
61107,105648.16
96657,105622.89000000001
16092,105612.07999999999
9968,105595.90999999997
94215,105581.35999999999
7070,105572.10999999997
31207,105567.31
96020,105564.12
96610,105534.75
68564,105531.57999999999
44316,105495.39
56159,105467.18000000001
3946,105454.99999999999
84324,105438.06
70152,105435.07999999999
26088,105431.84
87621,105419.77
80901,105416.40999999999
86004,105412.85999999999
41081,105387.61999999998
59556,105379.47
3601,105378.25999999998
54214,105369.06
41391,105345.32
2474,105342.27999999997
30229,105337.83000000002
24932,105330.56999999998
19829,105319.11000000002
20575,105308.04000000001
11630,105293.47
50033,105278.16000000002
31655,105275.84000000001
1237,105268.56999999998
98396,105259.90000000001
5126,105258.4
7218,105232.56
73839,105231.98
40698,105223.67000000001
18228,105215.19999999998
41157,105187.1
25644,105181.74000000002
90809,105178.82999999999
38948,105172.13999999998
56889,105154.21999999999
93173,105147.12999999999
5175,105138.44
39150,105131.37000000002
68955,105110.48000000001
45425,105108.54000000001
83891,105105.90000000002
17640,105095.23000000001
61040,105087.12
46249,105085.1
55170,105084.60999999999
62374,105083.68000000002
286,105070.94999999998
91544,105070.49999999997
41084,105065.29999999999
46629,105051.26
44457,105050.57999999999
80504,105049.16
23290,105047.19
74128,105042.50000000001
47213,105041.25
87133,105011.68
52272,104997.51999999997
78395,104981.4
38659,104970.44000000003
9298,104969.89
37090,104943.45999999998
68201,104942.54000000001
94230,104938.94
65048,104933.18
21056,104928.33
78413,104927.68
99048,104927.58999999997
61807,104915.40000000001
47839,104908.76999999999
96094,104907.02
82672,104905.22000000002
52828,104899.39000000001
19424,104890.62000000001
83854,104878.65
89989,104866.39999999998
39869,104862.58
97512,104860.26
82732,104858.47
60458,104858.20999999999
32252,104841.38
48293,104832.57
43500,104831.42000000001
39326,104817.25
41850,104815.93999999997
38596,104814.75
52096,104809.75
24852,104808.1
13415,104806.14000000001
51198,104798.44999999998
36655,104770.06
15863,104769.45999999999
9380,104737.53
75794,104737.04000000001
84371,104729.76
39334,104701.81999999999
93607,104688.61000000002
77306,104686.66999999998
90891,104679.01000000002
76930,104676.56
43180,104672.10999999999
52599,104670.77
9996,104667.06
89200,104664.09999999998
59199,104649.67000000001
85696,104642.42000000001
61330,104591.66
50119,104589.88
60965,104585.06
12247,104584.11000000002
74105,104575.25999999998
38700,104573.63
82214,104571.5
94623,104568.51
86719,104565.64
85236,104564.75
24091,104564.63999999998
27116,104557.48999999999
84635,104555.69999999998
44261,104540.41
14723,104534.27000000002
62950,104522.09
81985,104519.51
37692,104501.96000000002
95090,104496.48
65427,104494.37999999999
7104,104481.61000000002
13564,104480.70000000001
21487,104477.40999999999
93487,104455.38
7410,104450.69
17901,104449.01000000001
93570,104434.04000000001
16502,104430.06
24291,104423.06999999998
950,104421.57999999999
55099,104421.51
2182,104409.31000000003
87479,104405.96000000002
99936,104401.15000000001
98860,104397.19999999998
4513,104395.82999999999
95321,104383.21000000002
21417,104379.72
56655,104366.05
22737,104365.59999999999
5752,104354.35
32646,104349.70999999999
10673,104348.92000000001
53703,104342.47
95069,104338.89000000001
85633,104338.53000000001
52767,104337.94999999998
